,0,1,2
0,0.01784921447503035,0.03114278828407865,0.014667435562927083
1,0.022954559201487448,0.0015002040056243603,0.037726969355282365
2,0.04874681682700941,0.00447719424760769,0.10571896880508531
3,0.03925687671526941,0.04957276881103128,0.11150074932076881
4,0.015790111651668087,0.03718373552847152,0.010933787343367968
5,0.017343402666972128,0.006414838035763504,0.011139767875503337
6,0.02458321058948981,0.05671871762028104,0.08126815617697306
7,0.08831817489631456,0.024613350889976945,0.03579623547328384
8,0.07710398043610694,0.04225565316814912,0.15736560908885017
9,0.15393930878694354,0.051642946955276325,0.14080776599220152
10,0.05542830823575456,0.03947105827839782,0.16466130131317355
11,0.1190542787830087,0.019294015989608452,0.11952110145103026
12,0.0372650537745455,0.005222068658025148,0.13404579483947185
13,0.15841198229056672,0.046096239114066066,0.12282442174805838
14,0.06833885402443524,0.051058326758912864,0.19655002691094625
15,0.13187441462634886,0.05741735523924175,0.18383588171740473
16,0.07833088417478742,0.048688727557734617,0.1752302574632693
17,0.1496086284633017,0.04512505824948537,0.1413478394907613
18,0.0060923294592978424,0.0017534223379807267,0.010053511436750234
19,0.02267674472404709,0.004435212867474987,0.05781720385366855
20,0.04138071638649316,0.0243739210513457,0.020904893540158273
21,0.05382424479712937,0.0066925811408055005,0.0037110206775076526
22,0.031525118684399056,0.017893314198876333,0.010427205598428491
23,0.01860554798420044,0.001001965068184431,0.003460631503417579
24,0.027106753514282825,0.004657163105151376,0.035678852978083125
25,0.021116262172382206,0.01372806070183178,0.005337502408959378
26,0.0365663183321844,0.008105640928008206,0.07152828302736648
27,0.026523700221241488,0.01928871243862967,0.007005315259045335
28,0.014082934909896117,0.023548424026255777,0.004577217545369583
29,0.009600306566181363,0.02928944867927711,0.004393331989682642
30,0.0050185460020768895,0.010032084542240131,0.003436211537478485
31,0.017481844163440632,0.0126243956508317,0.003347677368963921
32,0.01443366132619691,0.019404172492859185,0.009342136299328813
33,0.013684191891686166,0.016729903221304642,0.0391728926419345
34,0.14370046363907663,0.05284695152837915,0.004529808825636994
35,0.028335788520461532,0.001050453036806125,0.024293263043931052
36,0.025285786188074626,0.01555318818412547,0.009263159450309722
37,0.02145515366582192,0.015920169146570944,0.015373779623427867
38,0.018666881393230503,0.022165827787880864,0.0030586568223069177
39,0.012910320792873084,0.04013585519468896,0.012017899146996735
40,0.01657638856836465,0.01848370128678705,0.0023469342559074204
41,0.036180646216266314,0.02187222475698656,0.011968785317259636
42,0.02575590124788098,0.028164104831353703,0.015130393941632698
43,0.02355598736708723,0.018191135333798705,0.021083946976090562
44,0.025442824592214447,0.012796349680509604,0.008432849270290666
45,0.03557935498692912,0.018211288422671126,0.005876461335697233
46,0.0179178863358667,0.03172250387329607,0.004135522698745044
47,0.019918642689133213,0.009781984823514462,0.006829895340019966
48,0.007007294138333311,0.007068010654722227,0.008302302960558934
49,0.02126782116502431,0.0012505096249296416,0.013720448727959118
50,0.02532079468492828,0.10443129559940914,0.014475750135358427
51,0.0068952484813655365,0.032401673759833695,0.03006138465835812
52,0.03528999936124497,0.009692927717643284,0.039298629589072355
53,0.02664225934421871,0.06764494371299438,0.02588041206773567
54,0.01783654904969244,0.016287089810886776,0.021595480858753464
55,0.03473591312163585,0.044250602905016576,0.01148484470793774
56,0.01996384431308786,0.01712100842273044,0.010075740510640283
57,0.019019942055126273,0.01834294362367104,0.0033189968473924776
58,0.015289985116499604,0.004554943141352499,0.002616713557645613
59,0.010555267737427721,0.00287222469478457,0.002760879217961121
60,0.013220056385999216,0.01810163487312144,0.0097591161580178
61,0.02339537225520404,0.03963119452504111,0.005699512883297545
62,0.015010703868852716,0.06808185007134368,0.01374154449259036
63,0.032275075698536486,0.001,0.01585420283559003
64,0.012059879193845855,0.009013735138991908,0.010576093169053127
65,0.020484869651148385,0.010364113231304314,0.013942585996932261
66,0.03364882123409031,0.044459867989723366,0.00970179749129675
67,0.03962642676289778,0.005112658878103694,0.001559837017164847
68,0.020729268966855237,0.07241206148333622,0.003167555677011568
69,0.007153463290324208,0.0061655498616375315,0.001244149203233892
70,0.016053994501072713,0.06547986441765542,0.005723942916921208
71,0.016676887745537314,0.0400305790947638,0.00898669544791706
72,0.008458347077388776,0.03072506136723515,0.009074521414810504
73,0.011712199371891966,0.018865797536061945,0.010897569280103873
74,0.013869757739498523,0.020295514965050117,0.01170617992733025
75,0.009469979492908924,0.024082841153499866,0.011743855751781622
76,0.01628527337725532,0.005340569742638635,0.0024082308841492815
77,0.008153104701521446,0.015075606816431008,0.006074675344627296
78,0.013829415375042866,0.010890818062426585,0.010756369118345913
79,0.002011391281274827,0.004099621973897741,0.005655176099416006
80,0.009484975168060258,0.02755163557461493,0.0043456014730105744
81,0.02156958133994683,0.019254887722591377,0.01375875216318347
82,0.0174903596882673,0.02341659591214722,0.012316189089292403
83,0.009575989262705571,0.02507825068895876,0.004411578902563796
84,0.020909917920476053,0.0059681624097313755,0.002660257973686362
85,0.015378508008711564,0.0031486609153200383,0.0060070740501386
86,0.01040490267460724,0.09548101941725437,0.00447987817688418
87,0.0074087165727413345,0.05113641056963655,0.0020241729351332186
88,0.0034748613560636383,0.07402412731606368,0.0016922842266284004
89,0.005838134263662158,0.002162539713073887,0.0013038451922523391
90,0.005807519334910845,0.008084249061579046,0.005754080171010331
91,0.010123208224712481,0.0030322087042771156,0.003549956284378694
92,0.005552725457936894,0.001,0.003999937397107105
93,0.01385110179795189,0.0014567100070701946,0.004908910990306602
94,0.006131863384047809,0.006061243726454877,0.005402021988965881
95,0.019242155719095672,0.055954493627489464,0.008367512451018275
